myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instruction_loop.thisRepN,Instruction_loop.thisTrialN,Instruction_loop.thisN,Instruction_loop.thisIndex,Instruction_loop.ran,slides,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.keys,pract_resp.corr,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,trialN,first_butterfly,second_butterfly,Cue,left_flower,top_flower,bottom_flower,right_flower,corr_ans,obj_file,trial_cond,switch_cond,cuedButter,pract_resp.rt,repeat_pract.thisRepN,repeat_pract.thisTrialN,repeat_pract.thisN,repeat_pract.thisIndex,repeat_pract.ran,task_resp.keys,task_resp.corr,task_resp.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,trial_type,rep_resp_2.keys,rep_resp_2.rt,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,repeat_task.ran,task_resp_2.keys,task_resp_2.corr,task_resp_2.rt,cont_check.thisRepN,cont_check.thisTrialN,cont_check.thisN,cont_check.thisIndex,cont_check.ran,butterfly,finalmess_resp_3.keys,finalmess_resp_3.rt
0,"[0,0,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,0,0,0,5,5,5,1,6,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,up,stimuli/objects/mathcompass.jpg,1,0,stimuli/yellow_butterfly.png,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,1,1,0]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,right,0,0,0,6,6,6,1,7,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,up,stimuli/objects/towelrack.jpg,1,0,stimuli/yellow_butterfly.png,0.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,0]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,down,1,1,0,7,7,7,1,8,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,down,stimuli/objects/chainlinkfence.jpg,1,0,stimuli/red_butterfly.png,1.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,0,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,down,1,1,0,8,8,8,1,9,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/white_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,down,stimuli/objects/curlingiron01a.jpg,1,0,stimuli/yellow_butterfly.png,1.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,1,1,0,0,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,down,0,0,0,9,9,9,1,10,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,right,stimuli/objects/fingernail02.jpg,1,0,stimuli/yellow_butterfly.png,1.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,1,1,0,0,1,1,0]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,up,0,0,0,10,10,10,1,11,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,down,stimuli/objects/barbecuelighter.jpg,1,0,stimuli/red_butterfly.png,1.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,1,1,0,0,1,1,0,0]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,right,0,0,0,11,11,11,1,12,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/brown_flower.png,left,stimuli/objects/coatrack.jpg,0,0,stimuli/yellow_butterfly.png,1.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,1,1,0,0,1,1,0,0]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,0,0,0,12,12,12,1,13,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,down,stimuli/objects/bulletbelt.jpg,0,0,stimuli/red_butterfly.png,1.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,0,1,1,0,0]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,down,1,1,0,13,13,13,1,14,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/brown_flower.png,stimuli/grey_flower.png,stimuli/acqua_flower.png,stimuli/white_flower.png,down,stimuli/objects/skippingrope.jpg,1,0,stimuli/red_butterfly.png,1.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,0,1,1,0,0,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,right,1,1,0,14,14,14,1,15,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,right,stimuli/objects/rowboat.jpg,1,0,stimuli/red_butterfly.png,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,0,1,1,0,0,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,down,1,1,0,15,15,15,1,16,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/brown_flower.png,down,stimuli/objects/pipewrench.jpg,1,0,stimuli/red_butterfly.png,0.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,1,1,0,0,1,1,0,0,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,right,0,0,0,16,16,16,1,17,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,up,stimuli/objects/toyfiretruck.jpg,1,0,stimuli/red_butterfly.png,2.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,0,1,1,0,0,1,1,1,0]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,1,1,0,17,17,17,1,18,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/white_flower.png,left,stimuli/objects/butterfly4.jpg,1,0,stimuli/yellow_butterfly.png,2.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,0,1,1,0,0,1,1,1,0,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,up,1,1,0,18,18,18,1,19,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/acqua_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,up,stimuli/objects/laundrybasket01a.jpg,1,0,stimuli/yellow_butterfly.png,1.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,right,1,1,0,19,19,19,1,20,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/brown_flower.png,right,stimuli/objects/rollercoaster.jpg,1,0,stimuli/yellow_butterfly.png,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,down,1,1,0,20,20,20,1,21,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/white_flower.png,down,stimuli/objects/beret01.jpg,1,0,stimuli/red_butterfly.png,1.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,0,0,0,21,21,21,1,22,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/white_flower.png,up,stimuli/objects/bucket02.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,right,1,1,0,22,22,22,1,23,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,stimuli/acqua_flower.png,right,stimuli/objects/eyechart.jpg,1,0,stimuli/red_butterfly.png,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[],,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,[],,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,0,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,down,stimuli/objects/bowtie.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,right,0,1.041,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
1,[0],,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,left,stimuli/objects/sheep.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,left,1,0.54,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/christmastree.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,left,1,0.462,0,2,2,2,1,0,,,,,,,,,,,,,,,,,,
0,"[0,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,0,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,right,stimuli/objects/corn02.jpg,1,1,stimuli/white_butterfly.png,,,,,,,up,0,1.008,0,3,3,3,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,right,stimuli/objects/well.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,right,1,0.491,0,4,4,4,1,0,,,,,,,,,,,,,,,,,,
0,"[0,1,1,0,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,0,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,down,stimuli/objects/trampoline.jpg,1,1,stimuli/white_butterfly.png,,,,,,,right,0,1.883,0,5,5,5,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,left,stimuli/objects/ceilingfan01.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,left,1,0.456,0,6,6,6,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,right,stimuli/objects/blackolive.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,right,1,0.527,0,7,7,7,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,right,stimuli/objects/birdnest.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,right,1,0.505,0,8,8,8,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,up,stimuli/objects/flamingo.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,up,1,0.85,0,9,9,9,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/bison.jpg,1,1,stimuli/white_butterfly.png,,,,,,,up,1,1.323,0,10,10,10,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,down,stimuli/objects/lilypad.jpg,1,1,stimuli/white_butterfly.png,,,,,,,down,1,2.079,0,11,11,11,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,right,stimuli/objects/athleticsock.jpg,1,1,stimuli/white_butterfly.png,,,,,,,right,1,1.177,0,12,12,12,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/dormer.jpg,1,1,stimuli/white_butterfly.png,,,,,,,left,1,0.604,0,13,13,13,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,down,stimuli/objects/butterfly1.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,down,1,1.193,0,14,14,14,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,up,stimuli/objects/smartboard.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,up,1,1.687,0,15,15,15,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,left,stimuli/objects/chainsaw.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,left,1,0.651,0,16,16,16,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,down,stimuli/objects/baseballbat.jpg,1,1,stimuli/white_butterfly.png,,,,,,,down,1,1.302,0,17,17,17,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,up,stimuli/objects/jeep.jpg,1,1,stimuli/white_butterfly.png,,,,,,,up,1,0.978,0,18,18,18,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,up,stimuli/objects/mattress.jpg,1,1,stimuli/white_butterfly.png,,,,,,,up,1,0.897,0,19,19,19,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,right,stimuli/objects/pokerchips.jpg,1,1,stimuli/white_butterfly.png,,,,,,,right,1,0.645,0,20,20,20,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,up,stimuli/objects/parkfountain.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,up,1,0.781,0,21,21,21,1,1,,,,,,,,,,,,,,,,,,
