instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Willkommen zum letzten Teil des Experiments!,,Mit der LEERTASTE kannst du mit der Aufgabe fortfahren.,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,,"Jetzt werden wir dir einige Bilder zeigen.

Bitte gib zu jedem Bild an, ob du du es im Verlauf des Experiments gesehen hast.

Drücke die LINKE PFEILTASTE für JA
Drücke die RECHTE PFEILTASTE für NEIN

",Mit der LEERTASTE kannst du mit der Aufgabe fortfahren.,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,,"Anschließend bitten wir dich anzugeben wie sicher du dir bei deiner Wahl bist.

Bitte nutze die Zifferntasten von 1 bis 4 am oberen Ende deiner Tastatur um anzugeben, wie sicher du dir bei deiner Antwort bist.

Die Zahlen stehen für

1 = Sehr unsicher
2 = Unsicher
3 = Sicher
4 = Sehr sicher",Mit der LEERTASTE kannst du mit der Aufgabe fortfahren.,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.32667,2,1.178425,0,0,0,143,1,stimuli/objects/faucet.jpg,right,new,144,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.27684,2,0.83873,0,1,1,26,1,stimuli/objects/sledgehammer.jpg,right,new,27,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,0.890045,2,0.325565,0,2,2,97,1,stimuli/objects/dreamcatcher.jpg,left,old,98,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.035385,2,0.29475,0,3,3,70,1,stimuli/objects/balcony02.jpg,left,old,71,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,0.76873,2,0.29371,0,4,4,151,1,stimuli/objects/contactlens.jpg,left,old,152,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,0.73439,3,1.065725,0,5,5,9,1,stimuli/objects/rose.jpg,right,new,10,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,1.10689,4,0.0011,0,6,6,5,1,stimuli/objects/horse.jpg,left,old,6,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.01368,2,1.54881,0,7,7,50,1,stimuli/objects/lionstatue.jpg,left,old,51,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,1.07883,3,1.059445,0,8,8,127,1,stimuli/objects/sausage.jpg,left,old,128,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,1.774605,3,0.71528,0,9,9,15,1,stimuli/objects/dromedary.jpg,left,old,16,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,0.717205,1,0.422395,0,10,10,13,1,stimuli/objects/tower.jpg,right,new,14,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,1.4541,3,0.116255,0,11,11,78,1,stimuli/objects/monarchbutterfly.jpg,left,old,79,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.84351,1,0.842095,0,12,12,89,1,stimuli/objects/bowlingball.jpg,right,new,90,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,2.296495,2,0.138745,0,13,13,129,1,stimuli/objects/lawnmower.jpg,right,new,130,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.14829,1,0.01421,0,14,14,25,1,stimuli/objects/honeycomb.jpg,right,new,26,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.225055,1,0.70352,0,15,15,53,1,stimuli/objects/honeybee.jpg,right,new,54,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.1016,2,0.088545,0,16,16,149,1,stimuli/objects/dolly01.jpg,right,new,150,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,2.12236,2,0.907215,0,17,17,67,1,stimuli/objects/volleyball.jpg,left,old,68,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.232145,3,0.28347,0,18,18,46,1,stimuli/objects/entrancegate.jpg,right,new,47,,,,,,,,
,,,,,,,,4,2020-12-18_15h26.07.356,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.527095,1,2.23447,0,19,19,76,1,stimuli/objects/morningstar.jpg,right,new,77,,,,,,,,
